word,pronunciation,difficulty,categories,definition,examples,usage_notes,collocations
transparent,,intermediate,"[""Everyday Conversation""]",Allowing light to pass through so that objects behind can be distinctly seen,"[""The glass is transparent.""]",,"[""transparent glass, transparent policy""]"
transport,,intermediate,"[""Everyday Conversation""]","Take or carry (people or goods) from one place to another by means of a vehicle, aircraft, or ship","[""They transport goods by truck.""]",,"[""transport goods, transport passengers""]"
transportation,,intermediate,"[""Everyday Conversation""]",The action of transporting someone or something or the process of being transported,"[""Public transportation is efficient in the city.""]",,"[""public transportation, transportation system""]"
trap,,intermediate,"[""Everyday Conversation""]","A device or enclosure designed to catch and retain animals, typically by allowing entry but not exit","[""The hunter set a trap for the fox.""]",,"[""mouse trap, fall into a trap""]"
travel,,intermediate,"[""Everyday Conversation""]","Make a journey, typically of some length or abroad","[""She loves to travel around the world.""]",,"[""travel abroad, travel plans""]"
traveller,,intermediate,"[""Everyday Conversation""]",A person who is traveling or who often travels,"[""The traveller shared his stories.""]",,"[""frequent traveller, fellow traveller""]"
treat,,intermediate,"[""Everyday Conversation""]",Behave toward or deal with in a certain way,"[""He treats everyone with respect.""]",,"[""treat well, treat fairly""]"
treatment,,intermediate,"[""Everyday Conversation""]",The manner in which someone behaves toward or deals with someone or something,"[""The treatment was effective.""]",,"[""medical treatment, special treatment""]"
tree,,intermediate,"[""Everyday Conversation""]","A woody perennial plant, typically having a single stem or trunk growing to a considerable height and bearing lateral branches at some distance from the ground","[""The tree in the garden is very old.""]",,"[""tree trunk, fruit tree""]"
trend,,intermediate,"[""Everyday Conversation""]",A general direction in which something is developing or changing,"[""There is a trend towards using renewable energy.""]",,"[""current trend, fashion trend""]"
trial,,intermediate,"[""Everyday Conversation""]","A formal examination of evidence before a judge, and typically before a jury, in order to decide guilt in a case of criminal or civil proceedings","[""The trial lasted for several weeks.""]",,"[""court trial, trial period""]"
triangle,,intermediate,"[""Everyday Conversation""]",A plane figure with three straight sides and three angles,"[""They drew a triangle on the board.""]",,"[""right triangle, equilateral triangle""]"
trick,,intermediate,"[""Everyday Conversation""]",A cunning or skillful act or scheme intended to deceive or outwit someone,"[""He played a trick on his friend.""]",,"[""play a trick, trick someone""]"
trip,,intermediate,"[""Everyday Conversation""]","A journey or excursion, especially for pleasure","[""They went on a trip to the mountains.""]",,"[""business trip, day trip""]"
tropical,,intermediate,"[""Everyday Conversation""]","Of, typical of, or peculiar to the tropics","[""The island has a tropical climate.""]",,"[""tropical island, tropical rainforest""]"
trouble,,intermediate,"[""Everyday Conversation""]",Difficulty or problems that cause distress or worry,"[""He is having trouble with his car.""]",,"[""have trouble, get into trouble""]"
trousers,,intermediate,"[""Everyday Conversation""]","An outer garment covering the body from the waist to the ankles, with a separate part for each leg","[""He wore a pair of trousers.""]",,"[""pair of trousers, wear trousers""]"
truck,,intermediate,"[""Everyday Conversation""]","A large, heavy motor vehicle for transporting goods or troops","[""The truck carried heavy loads.""]",,"[""delivery truck, truck driver""]"
true,,intermediate,"[""Everyday Conversation""]",In accordance with fact or reality,"[""His story is true.""]",,"[""true story, true love""]"
trust,,intermediate,"[""Everyday Conversation""]","Firm belief in the reliability, truth, or ability of someone or something","[""She has trust in her friends.""]",,"[""gain trust, trust issues""]"
truth,,intermediate,"[""Everyday Conversation""]",The quality or state of being true,"[""He told the truth about what happened.""]",,"[""tell the truth, truth be told""]"
try,,intermediate,"[""Everyday Conversation""]",Make an attempt or effort to do something,"[""You should try to finish your homework.""]",,"[""try again, try hard""]"
try on,,intermediate,"[""Everyday Conversation""]",Put on an item of clothing to see if it fits or suits one,"[""She tried on a new dress.""]",,"[""try on clothes, try on shoes""]"
try out,,intermediate,"[""Everyday Conversation""]",Test someone or something new to see if it is suitable or effective,"[""He wants to try out for the soccer team.""]",,"[""try out a new recipe, try out for the team""]"
tube,,intermediate,"[""Everyday Conversation""]","A long, hollow cylinder used to convey fluids or gases","[""The water flows through the tube.""]",,"[""test tube, plastic tube""]"
tuesday,,intermediate,"[""Everyday Conversation""]",The day of the week before Wednesday and following Monday,"[""We have a meeting on Tuesday.""]",,"[""next Tuesday, last Tuesday""]"
tune,,intermediate,"[""Everyday Conversation""]","A melody, especially one which characterizes a certain piece of music","[""He played a familiar tune on the piano.""]",,"[""catchy tune, in tune""]"
tunnel,,intermediate,"[""Everyday Conversation""]","An artificial underground passage, especially one built through a hill or under a building, road, or river","[""The train went through the tunnel.""]",,"[""tunnel entrance, underground tunnel""]"
turn,,intermediate,"[""Everyday Conversation""]",Move in a circular direction wholly or partly around an axis or point,"[""She turned the key in the lock.""]",,"[""turn around, turn left""]"
turn back,,intermediate,"[""Everyday Conversation""]",Go back in the direction from which you have come,"[""We had to turn back due to the storm.""]",,"[""turn back the clock, turn back time""]"
turn down,,intermediate,"[""Everyday Conversation""]","Reject or refuse a proposal, offer, or request","[""She turned down the job offer.""]",,"[""turn down an offer, turn down the volume""]"
turn into,,intermediate,"[""Everyday Conversation""]",Become (something),"[""The caterpillar turned into a butterfly.""]",,"[""turn into reality, turn into a habit""]"
turn off,,intermediate,"[""Everyday Conversation""]","Stop the operation or flow of (something) by means of a valve, switch, or button","[""Don't forget to turn off the lights.""]",,"[""turn off the engine, turn off the TV""]"
turn on,,intermediate,"[""Everyday Conversation""]",Cause (a device) to operate by means of a switch or button,"[""Turn on the radio, please.""]",,"[""turn on the light, turn on the machine""]"
turn out,,intermediate,"[""Everyday Conversation""]",Prove to be the case,"[""It turned out that he was right.""]",,"[""turn out fine, turn out well""]"
turn over,,intermediate,"[""Everyday Conversation""]",Move (something) so that it is in a different position or state,"[""He turned over the page.""]",,"[""turn over a new leaf, turn over the page""]"
turn round,,intermediate,"[""Everyday Conversation""]",Move so as to face in the opposite direction,"[""She turned round to see who called her name.""]",,"[""turn round quickly, turn round to face""]"
turn to,,intermediate,"[""Everyday Conversation""]",Seek help or support from someone or something,"[""He turned to his friend for advice.""]",,"[""turn to someone for help, turn to page""]"
turn up,,intermediate,"[""Everyday Conversation""]",Appear or arrive unexpectedly,"[""She turned up at the party unexpectedly.""]",,"[""turn up the volume, turn up late""]"
tv,,intermediate,"[""Everyday Conversation""]",A device that receives television signals and displays them on a screen,"[""She watched the news on TV.""]",,"[""watch TV, TV show""]"
twelfth,,intermediate,"[""Everyday Conversation""]",Constituting number twelve in a sequence; 12th,"[""She finished in twelfth place.""]",,"[""twelfth grade, twelfth night""]"
twelve,,intermediate,"[""Everyday Conversation""]",The number equivalent to the product of three and four; two more than ten; 12,"[""There are twelve months in a year.""]",,"[""twelve years old, twelve items""]"
twentieth,,intermediate,"[""Everyday Conversation""]",Constituting number twenty in a sequence; 20th,"[""He is celebrating his twentieth birthday.""]",,"[""twentieth century, twentieth birthday""]"
twenty,,intermediate,"[""Everyday Conversation""]",The number equivalent to the product of four and five; ten more than ten; 20,"[""She has twenty dollars.""]",,"[""twenty minutes, twenty percent""]"
twice,,intermediate,"[""Everyday Conversation""]",Two times; on two occasions,"[""He called twice yesterday.""]",,"[""twice a day, twice as much""]"
twin,,intermediate,"[""Everyday Conversation""]",One of two children or animals born at the same birth,"[""She has a twin brother.""]",,"[""identical twin, twin brother""]"
twist,,intermediate,"[""Everyday Conversation""]","Form into a bent, curling, or distorted shape","[""He twisted the wire.""]",,"[""twist the truth, plot twist""]"
twisted,,intermediate,"[""Everyday Conversation""]",Forced out of its natural or proper shape; crumpled,"[""The rope was twisted.""]",,"[""twisted ankle, twisted metal""]"
two,,intermediate,"[""Everyday Conversation""]",The number equivalent to the sum of one and one; one less than three; 2,"[""She has two cats.""]",,"[""two years, two people""]"
type,,intermediate,"[""Everyday Conversation""]",A category of people or things having common characteristics,"[""She likes that type of music.""]",,"[""different type, type of music""]"
typical,,intermediate,"[""Everyday Conversation""]",Having the distinctive qualities of a particular type of person or thing,"[""It was a typical day at the office.""]",,"[""typical example, typical behavior""]"
typically,,intermediate,"[""Everyday Conversation""]",In most cases; usually,"[""Typically, he arrives early.""]",,"[""typically found, typically used""]"
tyre,,intermediate,"[""Everyday Conversation""]","A rubber covering, typically inflated or surrounding an inflated inner tube, placed around a wheel to form a flexible contact with the road","[""The car needs a new tyre.""]",,"[""flat tyre, spare tyre""]"
ugly,,intermediate,"[""Everyday Conversation""]","Unpleasant or repulsive, especially in appearance","[""The painting was ugly.""]",,"[""ugly face, ugly building""]"
ultimate,,intermediate,"[""Everyday Conversation""]",Being or happening at the end of a process; final,"[""The ultimate goal is to achieve success.""]",,"[""ultimate goal, ultimate decision""]"
ultimately,,intermediate,"[""Everyday Conversation""]",Finally; in the end,"[""Ultimately, the decision is yours.""]",,"[""ultimately responsible, ultimately decided""]"
umbrella,,intermediate,"[""Everyday Conversation""]","A device consisting of a circular canopy of cloth on a folding metal frame supported by a central rod, used as protection against rain or sometimes sun","[""She carried an umbrella to avoid getting wet.""]",,"[""carry an umbrella, open an umbrella""]"
unable,,intermediate,"[""Everyday Conversation""]","Lacking the skill, means, or opportunity to do something","[""He was unable to attend the meeting.""]",,"[""unable to, unable to perform""]"
unacceptable,,intermediate,"[""Everyday Conversation""]",Not satisfactory or allowable,"[""The behavior was unacceptable.""]",,"[""completely unacceptable, socially unacceptable""]"
uncertain,,intermediate,"[""Everyday Conversation""]",Not able to be relied on; not known or definite,"[""The future of the project is uncertain.""]",,"[""uncertain about, uncertain future""]"
uncle,,intermediate,"[""Everyday Conversation""]",The brother of one's father or mother or the husband of one's aunt,"[""He visited his uncle during the holidays.""]",,"[""uncle and aunt, favorite uncle""]"
uncomfortable,,intermediate,"[""Everyday Conversation""]",Causing or feeling slight pain or physical discomfort,"[""The chair was uncomfortable.""]",,"[""feel uncomfortable, look uncomfortable""]"
unconscious,,intermediate,"[""Everyday Conversation""]",Not awake and aware of and responding to one's environment,"[""He was knocked unconscious.""]",,"[""render unconscious, become unconscious""]"
uncontrolled,,intermediate,"[""Everyday Conversation""]",Not controlled,"[""The situation became uncontrolled.""]",,"[""uncontrolled behavior, uncontrolled growth""]"
under,,intermediate,"[""Everyday Conversation""]",Extending or directly below,"[""The cat is hiding under the table.""]",,"[""under the table, under the bed""]"
underground,,intermediate,"[""Everyday Conversation""]",Situated beneath the surface of the ground,"[""The subway runs underground.""]",,"[""underground station, underground river""]"
underneath,,intermediate,"[""Everyday Conversation""]",Situated directly below (something else),"[""The key is underneath the mat.""]",,"[""hidden underneath, underneath the surface""]"
understand,,intermediate,"[""Everyday Conversation""]","Perceive the intended meaning of (words, a language, or a speaker)","[""I can understand why you're upset.""]",,"[""understand the situation, understand completely""]"
understanding,,intermediate,"[""Everyday Conversation""]",The ability to understand something; comprehension,"[""She has a deep understanding of the subject.""]",,"[""mutual understanding, deep understanding""]"
underwater,,intermediate,"[""Everyday Conversation""]","Situated, occurring, or done beneath the surface of the water","[""The divers explored the underwater cave.""]",,"[""underwater camera, underwater world""]"
underwear,,intermediate,"[""Everyday Conversation""]","Clothes worn under other clothes, typically next to the skin","[""He packed his underwear in the suitcase.""]",,"[""pair of underwear, men's underwear""]"
undo,,intermediate,"[""Everyday Conversation""]","Unfasten, untie, or loosen (something)","[""She tried to undo the knot.""]",,"[""undo a mistake, undo the damage""]"
unemployed,,intermediate,"[""Everyday Conversation""]",Without a paid job but available to work,"[""He has been unemployed for six months.""]",,"[""long-term unemployed, chronically unemployed""]"
unemployment,,intermediate,"[""Everyday Conversation""]",The state of being unemployed,"[""The government is working to reduce unemployment.""]",,"[""high unemployment, youth unemployment""]"
unexpected,,intermediate,"[""Everyday Conversation""]",Not expected or regarded as likely to happen,"[""The news was completely unexpected.""]",,"[""unexpected visit, unexpected result""]"
unexpectedly,,intermediate,"[""Everyday Conversation""]",In a way that was not expected,"[""He unexpectedly won the race.""]",,"[""completely unexpectedly, quite unexpectedly""]"
unfair,,intermediate,"[""Everyday Conversation""]",Not based on or behaving according to the principles of equality and justice,"[""The decision was unfair.""]",,"[""unfair treatment, unfair advantage""]"
unfairly,,intermediate,"[""Everyday Conversation""]",In a manner that is not based on or behaving according to the principles of equality and justice,"[""She was unfairly treated by her peers.""]",,"[""unfairly treated, unfairly blamed""]"
unfortunate,,intermediate,"[""Everyday Conversation""]",Having or marked by bad fortune; unlucky,"[""It was an unfortunate accident.""]",,"[""unfortunate event, unfortunate outcome""]"
unfortunately,,intermediate,"[""Everyday Conversation""]",It is unfortunate that,"[""Unfortunately, we missed the train.""]",,"[""unfortunately, we cannot, unfortunately missed""]"
unfriendly,,intermediate,"[""Everyday Conversation""]",Not friendly,"[""He seemed unfriendly at first.""]",,"[""unfriendly attitude, unfriendly behavior""]"
unhappy,,intermediate,"[""Everyday Conversation""]",Not happy,"[""She felt unhappy with the decision.""]",,"[""feel unhappy, look unhappy""]"
uniform,,intermediate,"[""Everyday Conversation""]",The distinctive clothing worn by members of the same organization or body or by children attending certain schools,"[""The students wear a uniform.""]",,"[""school uniform, military uniform""]"
unimportant,,intermediate,"[""Everyday Conversation""]",Not important,"[""His contribution was deemed unimportant.""]",,"[""seem unimportant, relatively unimportant""]"
union,,intermediate,"[""Everyday Conversation""]",An organized association of workers formed to protect and further their rights and interests; a labor union,"[""He is a member of the teachers' union.""]",,"[""labor union, union member""]"
unique,,intermediate,"[""Everyday Conversation""]",Being the only one of its kind; unlike anything else,"[""Her design is unique.""]",,"[""unique opportunity, unique perspective""]"
unit,,intermediate,"[""Everyday Conversation""]",An individual thing or person regarded as single and complete but which can also form an individual component of a larger or more complex whole,"[""The new housing unit is now available.""]",,"[""housing unit, single unit""]"
unite,,intermediate,"[""Everyday Conversation""]",Come or bring together for a common purpose or action,"[""They decided to unite their efforts.""]",,"[""unite efforts, unite the country""]"
united,,intermediate,"[""Everyday Conversation""]","Joined together politically, for a common purpose, or by common feelings","[""They stood united in their cause.""]",,"[""united front, united in""]"
universe,,intermediate,"[""Everyday Conversation""]",All existing matter and space considered as a whole; the cosmos,"[""The universe is vast and mysterious.""]",,"[""expanding universe, universe theory""]"
university,,intermediate,"[""Everyday Conversation""]","An educational institution designed for instruction, examination, or both, of students in many branches of advanced learning, conferring degrees in various faculties, and often embodying colleges and similar institutions","[""She attends a prestigious university.""]",,"[""university degree, university campus""]"
unkind,,intermediate,"[""Everyday Conversation""]",Inconsiderate and harsh to others,"[""His unkind remarks hurt her feelings.""]",,"[""unkind words, unkind act""]"
unknown,,intermediate,"[""Everyday Conversation""]",Not known or familiar,"[""The author of the letter is unknown.""]",,"[""remain unknown, completely unknown""]"
unless,,intermediate,"[""Everyday Conversation""]",Except if (used to introduce the case in which a statement being made is not true or valid),"[""You cannot go out unless you finish your homework.""]",,"[""unless otherwise stated, unless you have""]"
unlike,,intermediate,"[""Everyday Conversation""]",Different from; not similar to,"[""Her behavior is unlike her usual self.""]",,"[""unlike any other, unlike before""]"
unlikely,,intermediate,"[""Everyday Conversation""]","Not likely to happen, be done, or be true; improbable","[""It is unlikely to rain today.""]",,"[""highly unlikely, seem unlikely""]"
unload,,intermediate,"[""Everyday Conversation""]","Remove (something) from a load, especially a vehicle, container, or ship","[""They need to unload the truck.""]",,"[""unload the cargo, unload quickly""]"
unlock,,intermediate,"[""Everyday Conversation""]",Open the lock of (something),"[""She unlocked the door.""]",,"[""unlock the door, unlock the potential""]"
unnecessary,,intermediate,"[""Everyday Conversation""]",Not needed,"[""This procedure is unnecessary.""]",,"[""completely unnecessary, unnecessary costs""]"
unpleasant,,intermediate,"[""Everyday Conversation""]","Causing discomfort, unhappiness, or revulsion; disagreeable","[""The smell was unpleasant.""]",,"[""unpleasant smell, unpleasant experience""]"
unreasonable,,intermediate,"[""Everyday Conversation""]",Not guided by or based on good sense,"[""His demands were unreasonable.""]",,"[""completely unreasonable, unreasonable request""]"
unsteady,,intermediate,"[""Everyday Conversation""]",Not firm or stable,"[""He walked with unsteady steps.""]",,"[""unsteady on his feet, unsteady hands""]"
unsuccessful,,intermediate,"[""Everyday Conversation""]",Not achieving the desired aim or result,"[""The plan was unsuccessful.""]",,"[""largely unsuccessful, unsuccessful attempt""]"
untidy,,intermediate,"[""Everyday Conversation""]",Not arranged neatly and in order,"[""Her room is always untidy.""]",,"[""untidy room, untidy hair""]"
until,,intermediate,"[""Everyday Conversation""]",Up to (the point in time or the event mentioned),"[""Stay here until I return.""]",,"[""wait until, until now""]"
unusual,,intermediate,"[""Everyday Conversation""]",Not habitually or commonly occurring or done,"[""He had an unusual hobby.""]",,"[""unusual behavior, unusual situation""]"
unusually,,intermediate,"[""Everyday Conversation""]",In a way that is not habitual or common; atypically,"[""She was unusually quiet today.""]",,"[""unusually high, unusually quiet""]"
up,,intermediate,"[""Everyday Conversation""]",Towards a higher place or position,"[""She looked up at the sky.""]",,"[""look up, climb up""]"
upon,,intermediate,"[""Everyday Conversation""]","More formal term for on, especially in abstract senses","[""Once upon a time, there was a princess.""]",,"[""upon arrival, based upon""]"
upper,,intermediate,"[""Everyday Conversation""]",Situated above another part,"[""The upper part of the building is new.""]",,"[""upper level, upper class""]"
upset,,intermediate,"[""Everyday Conversation""]","Make (someone) unhappy, disappointed, or worried","[""The news upset him.""]",,"[""upset stomach, upset about""]"
upsetting,,intermediate,"[""Everyday Conversation""]","Causing unhappiness, disappointment, or worry","[""It was an upsetting experience.""]",,"[""very upsetting, find it upsetting""]"
upside down,,intermediate,"[""Everyday Conversation""]",In an inverted position,"[""The picture was hung upside down.""]",,"[""hang upside down, turn upside down""]"
upstairs,,intermediate,"[""Everyday Conversation""]",On or to an upper floor of a building,"[""They went upstairs to their rooms.""]",,"[""go upstairs, upstairs room""]"
upward,,intermediate,"[""Everyday Conversation""]",Directed towards a higher place or position,"[""The balloon drifted upward.""]",,"[""upward movement, upward trend""]"
upwards,,intermediate,"[""Everyday Conversation""]",Towards a higher place or position,"[""Prices have been moving upwards.""]",,"[""move upwards, look upwards""]"
urban,,intermediate,"[""Everyday Conversation""]","In, relating to, or characteristic of a city or town","[""Urban areas are growing rapidly.""]",,"[""urban development, urban area""]"
urge,,intermediate,"[""Everyday Conversation""]",Try earnestly or persistently to persuade (someone) to do something,"[""They urged him to apply for the job.""]",,"[""urge someone, urge strongly""]"
urgent,,intermediate,"[""Everyday Conversation""]",Requiring immediate action or attention,"[""This is an urgent matter.""]",,"[""urgent need, urgent care""]"
us,,intermediate,"[""Everyday Conversation""]",Referring to the speaker and one or more other people as the object of a verb or preposition,"[""They invited us to the party.""]",,"[""help us, tell us""]"
use,,intermediate,"[""Everyday Conversation""]","Take, hold, or deploy (something) as a means of accomplishing a purpose or achieving a result","[""She uses a computer for her work.""]",,"[""use a tool, use a method""]"
used,,intermediate,"[""Everyday Conversation""]",Accustomed to or in the habit of,"[""He is used to getting up early.""]",,"[""get used to, be used to""]"
used to,,intermediate,"[""Everyday Conversation""]","Accustomed, habituated","[""She used to live in New York.""]",,"[""used to live, used to be""]"
useful,,intermediate,"[""Everyday Conversation""]",Able to be used for a practical purpose or in several ways,"[""This tool is very useful.""]",,"[""very useful, useful information""]"
useless,,intermediate,"[""Everyday Conversation""]",Not fulfilling or not expected to achieve the intended purpose or desired outcome,"[""The broken tool is useless.""]",,"[""completely useless, feel useless""]"
user,,intermediate,"[""Everyday Conversation""]",A person who uses or operates something,"[""He is a regular user of this software.""]",,"[""end user, user manual""]"
usual,,intermediate,"[""Everyday Conversation""]",Habitually or typically occurring or done; customary,"[""She took her usual route to work.""]",,"[""as usual, usual place""]"
usually,,intermediate,"[""Everyday Conversation""]",Under normal conditions; generally,"[""She usually goes to bed early.""]",,"[""usually happens, usually takes""]"
vacation,,intermediate,"[""Everyday Conversation""]","An extended period of leisure and recreation, especially one spent away from home or traveling","[""We are planning a summer vacation.""]",,"[""summer vacation, vacation time""]"
valid,,intermediate,"[""Everyday Conversation""]",Legally or officially acceptable,"[""The ticket is valid for one month.""]",,"[""valid reason, valid point""]"
valley,,intermediate,"[""Everyday Conversation""]","A low area of land between hills or mountains, typically with a river or stream flowing through it","[""The valley was covered with flowers.""]",,"[""beautiful valley, green valley""]"
valuable,,intermediate,"[""Everyday Conversation""]",Worth a great deal of money or highly important,"[""He gave her valuable advice.""]",,"[""valuable asset, valuable experience""]"
value,,intermediate,"[""Everyday Conversation""]","The regard that something is held to deserve; the importance, worth, or usefulness of something","[""The value of gold has increased.""]",,"[""market value, intrinsic value""]"
van,,intermediate,"[""Everyday Conversation""]","A medium-sized motor vehicle with a boxy shape, typically used for transporting goods or people","[""They transported the furniture in a van.""]",,"[""delivery van, passenger van""]"
variation,,intermediate,"[""Everyday Conversation""]","A change or slight difference in condition, amount, or level, typically within certain limits","[""There is a variation in temperature.""]",,"[""genetic variation, slight variation""]"
varied,,intermediate,"[""Everyday Conversation""]",Incorporating a number of different types or elements; showing variety,"[""The students have varied interests.""]",,"[""varied background, varied menu""]"
variety,,intermediate,"[""Everyday Conversation""]",A number or range of things of the same general class that are distinct in character or quality,"[""The store offers a variety of products.""]",,"[""wide variety, great variety""]"
various,,intermediate,"[""Everyday Conversation""]",Different from one another; of different kinds or sorts,"[""She has various interests.""]",,"[""various types, various reasons""]"
vary,,intermediate,"[""Everyday Conversation""]","Differ in size, amount, degree, or nature from something else of the same general class","[""Prices vary depending on the season.""]",,"[""prices vary, vary greatly""]"
vast,,intermediate,"[""Everyday Conversation""]",Of very great extent or quantity; immense,"[""The desert is vast and empty.""]",,"[""vast area, vast majority""]"
vegetable,,intermediate,"[""Everyday Conversation""]","A plant or part of a plant used as food, typically as accompaniment to meat or fish","[""She grows her own vegetables.""]",,"[""vegetable garden, fresh vegetable""]"
vehicle,,intermediate,"[""Everyday Conversation""]","A thing used for transporting people or goods, especially on land, such as a car, truck, or cart","[""They need a larger vehicle for their trip.""]",,"[""vehicle maintenance, vehicle registration""]"
venture,,intermediate,"[""Everyday Conversation""]",A risky or daring journey or undertaking,"[""He embarked on a new business venture.""]",,"[""business venture, joint venture""]"
version,,intermediate,"[""Everyday Conversation""]",A particular form of something differing in certain respects from an earlier form or other forms of the same type of thing,"[""This is the latest version of the software.""]",,"[""new version, beta version""]"
vertical,,intermediate,"[""Everyday Conversation""]","At right angles to a horizontal plane; in a direction, or having an alignment, such that the top is directly above the bottom","[""The building has a vertical design.""]",,"[""vertical line, vertical position""]"
very,,intermediate,"[""Everyday Conversation""]",To a high degree,"[""He is very tall.""]",,"[""very good, very much""]"
via,,intermediate,"[""Everyday Conversation""]",Traveling through (a place) en route to a destination,"[""We traveled to the city via the highway.""]",,"[""via email, via route""]"
victim,,intermediate,"[""Everyday Conversation""]","A person harmed, injured, or killed as a result of a crime, accident, or other event or action","[""The victim of the accident was taken to the hospital.""]",,"[""crime victim, accident victim""]"
victory,,intermediate,"[""Everyday Conversation""]","An act of defeating an enemy or opponent in a battle, game, or other competition","[""They celebrated their victory.""]",,"[""celebrate victory, victory parade""]"
video,,intermediate,"[""Everyday Conversation""]",A recording of moving visual images made digitally or on videotape,"[""She watched a video online.""]",,"[""watch a video, video clip""]"
view,,intermediate,"[""Everyday Conversation""]",The ability to see something or to be seen from a particular place,"[""The view from the top of the mountain is stunning.""]",,"[""stunning view, view of""]"
village,,intermediate,"[""Everyday Conversation""]","A group of houses and associated buildings, larger than a hamlet and smaller than a town, situated in a rural area","[""They live in a small village.""]",,"[""small village, village life""]"
violence,,intermediate,"[""Everyday Conversation""]","Behavior involving physical force intended to hurt, damage, or kill someone or something","[""The movie contains scenes of violence.""]",,"[""domestic violence, violence against""]"
violent,,intermediate,"[""Everyday Conversation""]","Using or involving physical force intended to hurt, damage, or kill someone or something","[""The protest turned violent.""]",,"[""violent crime, violent protest""]"
virtually,,intermediate,"[""Everyday Conversation""]",Nearly; almost,"[""He is virtually unknown.""]",,"[""virtually impossible, virtually all""]"
virus,,intermediate,"[""Everyday Conversation""]","An infective agent that typically consists of a nucleic acid molecule in a protein coat, is too small to be seen by light microscopy, and is able to multiply only within the living cells of a host","[""The virus spread quickly.""]",,"[""spread a virus, computer virus""]"
visible,,intermediate,"[""Everyday Conversation""]",Able to be seen,"[""The stars were visible in the night sky.""]",,"[""clearly visible, visible sign""]"
vision,,intermediate,"[""Everyday Conversation""]",The faculty or state of being able to see,"[""His vision is getting worse.""]",,"[""clear vision, blurred vision""]"
visit,,intermediate,"[""Everyday Conversation""]",Go to see and spend time with (someone) socially,"[""We plan to visit our grandparents this weekend.""]",,"[""visit family, visit friends""]"
visitor,,intermediate,"[""Everyday Conversation""]","A person visiting a person or place, especially socially or as a tourist","[""The museum had many visitors.""]",,"[""frequent visitor, visitor center""]"
vital,,intermediate,"[""Everyday Conversation""]",Absolutely necessary or important; essential,"[""Water is vital for life.""]",,"[""vital role, vital importance""]"
vocabulary,,intermediate,"[""Everyday Conversation""]",The body of words used in a particular language,"[""She has a large vocabulary.""]",,"[""expand vocabulary, large vocabulary""]"
voice,,intermediate,"[""Everyday Conversation""]","The sound produced in a person's larynx and uttered through the mouth, as speech or song","[""His voice is very deep.""]",,"[""deep voice, voice mail""]"
volume,,intermediate,"[""Everyday Conversation""]",A book forming part of a work or series,"[""He bought the first volume of the series.""]",,"[""first volume, high volume""]"
vote,,intermediate,"[""Everyday Conversation""]","A formal indication of a choice between two or more candidates or courses of action, expressed typically through a ballot or a show of hands","[""They cast their votes in the election.""]",,"[""cast a vote, vote for""]"
vowel,,intermediate,"[""Everyday Conversation""]","A speech sound which is produced by comparatively open configuration of the vocal tract, with vibration of the vocal cords but without audible friction","[""A, E, I, O, U are vowels.""]",,"[""vowel sound, vowel letter""]"
wage,,intermediate,"[""Everyday Conversation""]","A fixed regular payment earned for work or services, typically paid on a daily or weekly basis","[""The minimum wage is being increased.""]",,"[""minimum wage, wage increase""]"
waist,,intermediate,"[""Everyday Conversation""]",The part of the human body below the ribs and above the hips,"[""She wore a belt around her waist.""]",,"[""waist size, slim waist""]"
wait,,intermediate,"[""Everyday Conversation""]",Stay where one is or delay action until a particular time or event,"[""They decided to wait for the next train.""]",,"[""wait for, can't wait""]"
waiter,,intermediate,"[""Everyday Conversation""]",A man whose job is to serve customers at their tables in a restaurant,"[""The waiter took our order.""]",,"[""head waiter, waiter service""]"
wake,,intermediate,"[""Everyday Conversation""]",Emerge or cause to emerge from a state of sleep,"[""She wakes up early every morning.""]",,"[""wake up, wake early""]"
walk,,intermediate,"[""Everyday Conversation""]",Move at a regular pace by lifting and setting down each foot in turn,"[""They walk to school every day.""]",,"[""go for a walk, walk along""]"
wall,,intermediate,"[""Everyday Conversation""]",A continuous vertical brick or stone structure that encloses or divides an area of land,"[""The painting hangs on the wall.""]",,"[""climb the wall, brick wall""]"
wallet,,intermediate,"[""Everyday Conversation""]",A pocket-sized flat folding case for holding money and plastic cards,"[""He keeps his money in his wallet.""]",,"[""leather wallet, lost wallet""]"
wander,,intermediate,"[""Everyday Conversation""]",Move about aimlessly or without any destination,"[""They wandered through the forest.""]",,"[""wander around, wander off""]"
want,,intermediate,"[""Everyday Conversation""]",Have a desire to possess or do (something); wish for,"[""I want a new bicycle.""]",,"[""want to, want more""]"
war,,intermediate,"[""Everyday Conversation""]",A state of armed conflict between different countries or different groups within a country,"[""The war lasted for five years.""]",,"[""declare war, civil war""]"
warm,,intermediate,"[""Everyday Conversation""]",Of or at a fairly or comfortably high temperature,"[""She felt the warm sun on her face.""]",,"[""warm weather, warm up""]"
warmth,,intermediate,"[""Everyday Conversation""]","The quality, state, or sensation of being warm; moderate and comfortable heat","[""The warmth of the fire was comforting.""]",,"[""feel the warmth, warmth of the sun""]"
warn,,intermediate,"[""Everyday Conversation""]","Inform someone in advance of an impending or possible danger, problem, or other unpleasant situation","[""They warned us about the storm.""]",,"[""warn about, warn against""]"
warning,,intermediate,"[""Everyday Conversation""]","A statement or event that indicates a possible or impending danger, problem, or other unpleasant situation","[""He received a warning about the dangers ahead.""]",,"[""warning sign, advance warning""]"
