word,pronunciation,difficulty,categories,definition,examples,usage_notes,collocations
method,/ˈmɛθəd/,intermediate,"[""Academic""]","A particular form of procedure for accomplishing or approaching something, especially a systematic or established one","[""The scientific method is crucial."", ""The article discussed the scientific method in detail.""]","Commonly used as a noun. Article and plural patterns depend on the intended sense, especially when the noun can be countable or uncountable. Common combinations include 'scientific method' and 'new method'.","[""scientific method"", ""new method""]"
mid-,/ˈmɪd/,beginner,"[""Everyday Conversation""]",Prefix meaning middle,"[""He lives in a mid-sized apartment."", ""The article discussed the mid-sized in detail.""]","Commonly used as a noun. Article and plural patterns depend on the intended sense, especially when the noun can be countable or uncountable. Common combinations include 'mid-sized' and 'mid-July'.","[""mid-sized"", ""mid-July""]"
middle,/ˈmɪdəl/,beginner,"[""Everyday Conversation""]","The point or position at an equal distance from the sides, edges, or ends of something","[""She stood in the middle of the room."", ""The term 'middle' is used naturally in this context.""]","Commonly used as a noun. Article and plural patterns depend on the intended sense, especially when the noun can be countable or uncountable. Common combinations include 'middle of' and 'in the middle'.","[""middle of"", ""in the middle""]"
midnight,/ˈmɪdˌnaɪt/,intermediate,"[""Everyday Conversation""]",Twelve o'clock at night,"[""The clock struck midnight."", ""The term 'midnight' is used naturally in this context.""]","Commonly used as a noun. Article and plural patterns depend on the intended sense, especially when the noun can be countable or uncountable. Common combinations include 'at midnight' and 'after midnight'.","[""at midnight"", ""after midnight""]"
might,/ˈmaɪt/,beginner,"[""Everyday Conversation""]",Past tense of may; used to express possibility or make a suggestion,"[""He might come to the party."", ""Please might be before you continue.""]",Used as both a noun and a verb; the surrounding grammar shows which meaning is intended. Common combinations include 'might be' and 'might have'.,"[""might be"", ""might have""]"
mild,/ˈmaɪld/,intermediate,"[""Food & Dining"", ""Nature""]","Not severe, serious, or harsh","[""The weather is mild today."", ""It was a mild weather that everyone noticed.""]",Commonly used as an adjective. It can modify a noun and may also follow a linking verb when the meaning permits. Common combinations include 'mild weather' and 'mild taste'.,"[""mild weather"", ""mild taste""]"
mile,/ˈmaɪl/,beginner,"[""Everyday Conversation""]","A unit of linear measure equal to 1,760 yards (approximately 1.609 kilometers)","[""They walked a mile to the store."", ""The article discussed the mile away in detail.""]","Commonly used as a noun. Article and plural patterns depend on the intended sense, especially when the noun can be countable or uncountable. Common combinations include 'mile away' and 'walk a mile'.","[""mile away"", ""walk a mile""]"
military,/ˈmɪləˌtɛɹi/,intermediate,"[""Everyday Conversation""]",Relating to or characteristic of soldiers or armed forces,"[""He is in the military."", ""It was a military service that everyone noticed.""]",Commonly used as an adjective. It can modify a noun and may also follow a linking verb when the meaning permits. Common combinations include 'military service' and 'military base'.,"[""military service"", ""military base""]"
milk,/ˈmɪlk/,beginner,"[""Food & Dining"", ""Everyday Conversation""]","An opaque white fluid rich in fat and protein, secreted by female mammals for the nourishment of their young","[""She drank a glass of milk."", ""The article discussed the glass of milk in detail.""]","Commonly used as a noun. Article and plural patterns depend on the intended sense, especially when the noun can be countable or uncountable. Common combinations include 'glass of milk' and 'fresh milk'.","[""glass of milk"", ""fresh milk""]"
milligram,/ˈmɪləˌɡɹæm/,intermediate,"[""Everyday Conversation""]",A unit of mass equal to one thousandth of a gram,"[""The dosage is 500 milligrams."", ""The article discussed the 500 milligrams in detail.""]","Commonly used as a noun. Article and plural patterns depend on the intended sense, especially when the noun can be countable or uncountable. Common combinations include '500 milligrams' and 'per milligram'.","[""500 milligrams"", ""per milligram""]"
millimetre,/ˈmɪləˌmitɚ/,intermediate,"[""Everyday Conversation""]",A unit of length equal to one thousandth of a meter,"[""The insect is only a few millimetres long."", ""The article discussed the one millimetre in detail.""]","Commonly used as a noun. Article and plural patterns depend on the intended sense, especially when the noun can be countable or uncountable. Common combinations include 'one millimetre' and 'several millimetres'.","[""one millimetre"", ""several millimetres""]"
million,/ˈmɪljən/,intermediate,"[""Business""]","The number equivalent to the product of a thousand and a thousand; 1,000,000","[""The population is over a million."", ""The article discussed the one million in detail.""]","Commonly used as a noun. Article and plural patterns depend on the intended sense, especially when the noun can be countable or uncountable. Common combinations include 'one million' and 'millions of'.","[""one million"", ""millions of""]"
mind,/ˈmaɪnd/,beginner,"[""Everyday Conversation""]","The element of a person that enables them to be aware of the world and their experiences, to think, and to feel; the faculty of consciousness and thought","[""She has a sharp mind."", ""The article discussed the sharp mind in detail.""]",Used as both a noun and a verb; the surrounding grammar shows which meaning is intended. Common combinations include 'sharp mind' and 'change your mind'.,"[""sharp mind"", ""change your mind""]"
mine,/ˈmaɪn/,beginner,"[""Everyday Conversation""]",Belonging to or associated with the speaker,"[""This book is mine."", ""The article discussed the mine too in detail.""]",Used as a pronoun. Its grammatical role depends on the surrounding sentence. Common combinations include 'mine too' and 'this is mine'.,"[""mine too"", ""this is mine""]"
mineral,/ˈmɪnɚəl/,intermediate,"[""Nature"", ""Everyday Conversation""]","A solid, naturally occurring inorganic substance","[""The rock contains minerals."", ""The article discussed the rich in mineral in detail.""]","Commonly used as a noun. Article and plural patterns depend on the intended sense, especially when the noun can be countable or uncountable. Common combinations include 'rich in mineral' and 'mineral water'.","[""rich in mineral"", ""mineral water""]"
minimum,/ˈmɪnəməm/,intermediate,"[""Everyday Conversation""]","The least or smallest amount or quantity possible, attainable, or required","[""Keep costs to a minimum."", ""The article discussed the minimum wage in detail.""]","Commonly used as a noun. Article and plural patterns depend on the intended sense, especially when the noun can be countable or uncountable. Common combinations include 'minimum wage' and 'minimum requirement'.","[""minimum wage"", ""minimum requirement""]"
minister,/ˈmɪnəstɚ/,intermediate,"[""Everyday Conversation""]","A member of the clergy, especially in Protestant churches","[""He is the minister of education."", ""The article discussed the prime minister in detail.""]","Commonly used as a noun. Article and plural patterns depend on the intended sense, especially when the noun can be countable or uncountable. Common combinations include 'prime minister' and 'foreign minister'.","[""prime minister"", ""foreign minister""]"
minor,/ˈmaɪnɚ/,intermediate,"[""Health""]","Lesser in importance, seriousness, or significance","[""It's a minor issue."", ""The article discussed the minor issue in detail.""]","Commonly used as a noun. Article and plural patterns depend on the intended sense, especially when the noun can be countable or uncountable. Common combinations include 'minor issue' and 'minor injury'.","[""minor issue"", ""minor injury""]"
minute,/ˈmɪnɪt/; /maɪˈnuːt/,beginner,"[""Everyday Conversation""]",A period of time equal to sixty seconds or a sixtieth of an hour,"[""Wait a minute."", ""The article discussed the wait a minute in detail.""]","Commonly used as a noun. Article and plural patterns depend on the intended sense, especially when the noun can be countable or uncountable. Common combinations include 'wait a minute' and 'sixty minutes'.","[""wait a minute"", ""sixty minutes""]"
mirror,/ˈmɪɹɚ/,beginner,"[""Everyday Conversation""]","A reflective surface, now typically of glass coated with a metal amalgam, that reflects a clear image","[""She looked at herself in the mirror."", ""The article discussed the look in the mirror in detail.""]","Commonly used as a noun. Article and plural patterns depend on the intended sense, especially when the noun can be countable or uncountable. Common combinations include 'look in the mirror' and 'mirror image'.","[""look in the mirror"", ""mirror image""]"
miss,/ˈmɪs/,beginner,"[""Everyday Conversation""]","Fail to hit, reach, or come into contact with (something aimed at)","[""She missed the target."", ""The article discussed the miss the target in detail.""]","Commonly used as a noun. Article and plural patterns depend on the intended sense, especially when the noun can be countable or uncountable. Common combinations include 'miss the target' and 'miss out'.","[""miss the target"", ""miss out""]"
missing,/ˈmɪsɪŋ/,intermediate,"[""Everyday Conversation""]",Not able to be found; absent,"[""His name is on the missing list."", ""It was a missing person that everyone noticed.""]",Commonly used as an adjective. It can modify a noun and may also follow a linking verb when the meaning permits. Common combinations include 'missing person' and 'missing piece'.,"[""missing person"", ""missing piece""]"
mission,/ˈmɪʃən/,intermediate,"[""Travel"", ""Business""]","An important assignment carried out for political, religious, or commercial purposes, typically involving travel","[""Their mission is to explore space."", ""The article discussed the important mission in detail.""]","Commonly used as a noun. Article and plural patterns depend on the intended sense, especially when the noun can be countable or uncountable. Common combinations include 'important mission' and 'mission accomplished'.","[""important mission"", ""mission accomplished""]"
mistake,/mɪˈsteɪk/,intermediate,"[""Everyday Conversation""]",An action or judgment that is misguided or wrong,"[""It was a simple mistake."", ""The article discussed the simple mistake in detail.""]","Commonly used as a noun. Article and plural patterns depend on the intended sense, especially when the noun can be countable or uncountable. Common combinations include 'simple mistake' and 'big mistake'.","[""simple mistake"", ""big mistake""]"
mix,/ˈmɪks/,beginner,"[""Everyday Conversation""]",Combine or put together to form one substance or mass,"[""Mix the flour and water together."", ""The article discussed the mix together in detail.""]","Commonly used as a noun. Article and plural patterns depend on the intended sense, especially when the noun can be countable or uncountable. Common combinations include 'mix together' and 'mix well'.","[""mix together"", ""mix well""]"
mixed,/ˈmɪkst/,beginner,"[""Everyday Conversation""]",Consisting of different qualities or elements,"[""She has mixed feelings about the move."", ""The article discussed the mixed feelings in detail.""]","Commonly used as a noun. Article and plural patterns depend on the intended sense, especially when the noun can be countable or uncountable. Common combinations include 'mixed feelings' and 'mixed emotions'.","[""mixed feelings"", ""mixed emotions""]"
mixture,/ˈmɪkstʃɚ/,intermediate,"[""Everyday Conversation""]",A substance made by mixing other substances together,"[""The mixture should be smooth."", ""The article discussed the smooth mixture in detail.""]","Commonly used as a noun. Article and plural patterns depend on the intended sense, especially when the noun can be countable or uncountable. Common combinations include 'smooth mixture' and 'mixture of'.","[""smooth mixture"", ""mixture of""]"
mobile,/ˈmoʊbəl/,beginner,"[""Everyday Conversation""]",Able to move or be moved freely or easily,"[""The device is fully mobile."", ""It was a mobile unit that everyone noticed.""]",Commonly used as an adjective. It can modify a noun and may also follow a linking verb when the meaning permits. Common combinations include 'fully mobile' and 'mobile unit'.,"[""fully mobile"", ""mobile unit""]"
mobile phone,/ˈmoʊbəl ˈfoʊn/,advanced,"[""Technology""]",A portable telephone that uses wireless technology to send and receive phone signals,"[""He called me on his mobile phone."", ""The article discussed the call on mobile phone in detail.""]","Commonly used as a noun. Article and plural patterns depend on the intended sense, especially when the noun can be countable or uncountable. Common combinations include 'call on mobile phone' and 'new mobile phone'.","[""call on mobile phone"", ""new mobile phone""]"
model,/ˈmɑdəl/,beginner,"[""Everyday Conversation""]","A three-dimensional representation of a person or thing or of a proposed structure, typically on a smaller scale than the original","[""He built a model of the Eiffel Tower."", ""The article discussed the build a model in detail.""]","Commonly used as a noun. Article and plural patterns depend on the intended sense, especially when the noun can be countable or uncountable. Common combinations include 'build a model' and 'model of'.","[""build a model"", ""model of""]"
modern,/ˈmɑdɚn/,intermediate,"[""Everyday Conversation"", ""Technology""]",Relating to the present or recent times as opposed to the remote past,"[""Modern technology is amazing."", ""It was a modern technology that everyone noticed.""]",Commonly used as an adjective. It can modify a noun and may also follow a linking verb when the meaning permits. Common combinations include 'modern technology' and 'modern life'.,"[""modern technology"", ""modern life""]"
mom,/ˈmɑm/,beginner,"[""Everyday Conversation""]",Mother,"[""My mom is the best cook."", ""The article discussed the loving mom in detail.""]","Commonly used as a noun. Article and plural patterns depend on the intended sense, especially when the noun can be countable or uncountable. Common combinations include 'loving mom' and 'best mom'.","[""loving mom"", ""best mom""]"
moment,/ˈmoʊmənt/,beginner,"[""Everyday Conversation""]",A very brief period of time,"[""I'll be back in a moment."", ""The article discussed the brief moment in detail.""]","Commonly used as a noun. Article and plural patterns depend on the intended sense, especially when the noun can be countable or uncountable. Common combinations include 'brief moment' and 'take a moment'.","[""brief moment"", ""take a moment""]"
monday,/ˈmʌndi/,beginner,"[""Everyday Conversation""]",The day of the week before Tuesday and following Sunday,"[""She will start her new job on Monday."", ""The article discussed the next Monday in detail.""]","Commonly used as a noun. Article and plural patterns depend on the intended sense, especially when the noun can be countable or uncountable. Common combinations include 'next Monday' and 'last Monday'.","[""next Monday"", ""last Monday""]"
money,/ˈmʌni/,beginner,"[""Business""]",A current medium of exchange in the form of coins and banknotes; coins and banknotes collectively,"[""He saved his money for a new bike."", ""The article discussed the save money in detail.""]","Commonly used as a noun. Article and plural patterns depend on the intended sense, especially when the noun can be countable or uncountable. Common combinations include 'save money' and 'spend money'.","[""save money"", ""spend money""]"
monitor,/ˈmɑnətɚ/,intermediate,"[""Technology"", ""Health""]","An instrument or device used for observing, checking, or keeping a continuous record of a process or quantity","[""He watched the heart monitor closely."", ""The article discussed the heart monitor in detail.""]","Commonly used as a noun. Article and plural patterns depend on the intended sense, especially when the noun can be countable or uncountable. Common combinations include 'heart monitor' and 'monitor closely'.","[""heart monitor"", ""monitor closely""]"
month,/ˈmʌnθ/,beginner,"[""Everyday Conversation""]",Each of the twelve named periods into which a year is divided,"[""They will visit next month."", ""The article discussed the next month in detail.""]","Commonly used as a noun. Article and plural patterns depend on the intended sense, especially when the noun can be countable or uncountable. Common combinations include 'next month' and 'last month'.","[""next month"", ""last month""]"
mood,/ˈmud/,beginner,"[""Everyday Conversation""]",A temporary state of mind or feeling,"[""She is in a good mood."", ""The article discussed the good mood in detail.""]","Commonly used as a noun. Article and plural patterns depend on the intended sense, especially when the noun can be countable or uncountable. Common combinations include 'good mood' and 'bad mood'.","[""good mood"", ""bad mood""]"
moon,/ˈmun/,beginner,"[""Everyday Conversation"", ""Nature""]","The natural satellite of the earth, visible (chiefly at night) by reflected light from the sun","[""The moon is full tonight."", ""The article discussed the full moon in detail.""]","Commonly used as a noun. Article and plural patterns depend on the intended sense, especially when the noun can be countable or uncountable. Common combinations include 'full moon' and 'crescent moon'.","[""full moon"", ""crescent moon""]"
moral,/ˈmɔɹəl/,beginner,"[""Everyday Conversation""]",Concerned with the principles of right and wrong behavior,"[""He has a strong moral sense."", ""It was a moral values that everyone noticed.""]",Commonly used as an adjective. It can modify a noun and may also follow a linking verb when the meaning permits. Common combinations include 'moral values' and 'moral sense'.,"[""moral values"", ""moral sense""]"
more,/ˈmɔɹ/,beginner,"[""Everyday Conversation"", ""Academic""]",A greater or additional amount or degree,"[""She needs more time to finish."", ""The word 'more' is very common in everyday English.""]","Commonly used as a noun. Article and plural patterns depend on the intended sense, especially when the noun can be countable or uncountable. Common combinations include 'more time' and 'more information'.","[""more time"", ""more information""]"
moreover,/mɔˈɹoʊvɚ/,intermediate,"[""Everyday Conversation""]",Besides; in addition to what has been said,"[""Moreover, he is always on time."", ""The article discussed the moreover in detail.""]","Commonly used as a noun. Article and plural patterns depend on the intended sense, especially when the noun can be countable or uncountable. Common combinations include 'moreover' and 'furthermore'.","[""moreover"", ""furthermore""]"
morning,/ˈmɔɹnɪŋ/,intermediate,"[""Everyday Conversation""]","The period of time between midnight and noon, especially from sunrise to noon","[""She drinks coffee every morning."", ""The article discussed the every morning in detail.""]","Commonly used as a noun. Article and plural patterns depend on the intended sense, especially when the noun can be countable or uncountable. Common combinations include 'every morning' and 'early morning'.","[""every morning"", ""early morning""]"
most,/ˈmoʊst/,beginner,"[""Everyday Conversation"", ""Academic""]","Greatest in amount, quantity, or degree","[""He has the most experience."", ""The word 'most' is very common in everyday English.""]","Commonly used as a noun. Article and plural patterns depend on the intended sense, especially when the noun can be countable or uncountable. Common combinations include 'the most' and 'most of'.","[""the most"", ""most of""]"
mostly,/ˈmoʊstli/,beginner,"[""Everyday Conversation""]",Mainly; for the most part,"[""She is mostly happy."", ""Please mostly sunny before you continue.""]",Commonly used as a verb. Choose the tense and object pattern required by the context; phrasal-verb particles should stay with the verb. Common combinations include 'mostly sunny' and 'mostly true'.,"[""mostly sunny"", ""mostly true""]"
mother,/ˈmʌðɚ/,beginner,"[""Everyday Conversation""]",A woman in relation to her child or children,"[""My mother is a great cook."", ""The article discussed the loving mother in detail.""]","Commonly used as a noun. Article and plural patterns depend on the intended sense, especially when the noun can be countable or uncountable. Common combinations include 'loving mother' and 'new mother'.","[""loving mother"", ""new mother""]"
motion,/ˈmoʊʃən/,beginner,"[""Everyday Conversation""]",The action or process of moving or being moved,"[""The motion of the car made her sleepy."", ""The term 'motion' is used naturally in this context.""]","Commonly used as a noun. Article and plural patterns depend on the intended sense, especially when the noun can be countable or uncountable. Common combinations include 'in motion' and 'motion of'.","[""in motion"", ""motion of""]"
motor,/ˈmoʊtɚ/,intermediate,"[""Technology"", ""Travel""]","A machine, especially one powered by electricity or internal combustion, that supplies motive power for a vehicle or for another device with moving parts","[""The car has a powerful motor."", ""The article discussed the electric motor in detail.""]","Commonly used as a noun. Article and plural patterns depend on the intended sense, especially when the noun can be countable or uncountable. Common combinations include 'electric motor' and 'motor vehicle'.","[""electric motor"", ""motor vehicle""]"
mount,/ˈmaʊnt/,beginner,"[""Everyday Conversation""]","Climb up (stairs, a hill, or other rising surface)","[""They decided to mount the stairs."", ""Please mount the stairs before you continue.""]",Commonly used as a verb. Choose the tense and object pattern required by the context; phrasal-verb particles should stay with the verb. Common combinations include 'mount the stairs' and 'mount a horse'.,"[""mount the stairs"", ""mount a horse""]"
mountain,/ˈmaʊntən/,intermediate,"[""Nature"", ""Everyday Conversation""]",A large natural elevation of the earth's surface rising abruptly from the surrounding level; a large steep hill,"[""They hiked up the mountain."", ""The article discussed the high mountain in detail.""]","Commonly used as a noun. Article and plural patterns depend on the intended sense, especially when the noun can be countable or uncountable. Common combinations include 'high mountain' and 'mountain range'.","[""high mountain"", ""mountain range""]"
mouse,/ˈmaʊs/,intermediate,"[""Technology""]","A small rodent that typically has a pointed snout, relatively large ears and eyes, and a long tail","[""The mouse ran across the floor."", ""The article discussed the field mouse in detail.""]","Commonly used as a noun. Article and plural patterns depend on the intended sense, especially when the noun can be countable or uncountable. Common combinations include 'field mouse' and 'computer mouse'.","[""field mouse"", ""computer mouse""]"
mouth,/ˈmaʊθ/,beginner,"[""Everyday Conversation"", ""Food & Dining""]","The opening and cavity in the lower part of the human face, surrounded by the lips, through which food is taken in and vocal sounds are emitted","[""He opened his mouth to speak."", ""The article discussed the open mouth in detail.""]","Commonly used as a noun. Article and plural patterns depend on the intended sense, especially when the noun can be countable or uncountable. Common combinations include 'open mouth' and 'full mouth'.","[""open mouth"", ""full mouth""]"
move,/ˈmuv/,beginner,"[""Everyday Conversation""]",Go in a specified direction or manner; change position,"[""They decided to move to a new city."", ""Please move to before you continue.""]",Commonly used as a verb. Choose the tense and object pattern required by the context; phrasal-verb particles should stay with the verb. Common combinations include 'move to' and 'move on'.,"[""move to"", ""move on""]"
movement,/ˈmuvmənt/,intermediate,"[""Health""]",An act of changing physical location or position or of having this changed,"[""There was a sudden movement in the bushes."", ""The article discussed the sudden movement in detail.""]","Commonly used as a noun. Article and plural patterns depend on the intended sense, especially when the noun can be countable or uncountable. Common combinations include 'sudden movement' and 'freedom of movement'.","[""sudden movement"", ""freedom of movement""]"
movie,/ˈmuvi/,intermediate,"[""Arts & Culture"", ""Technology"", ""News & Media""]",A story or event recorded by a camera as a set of moving images and shown in a theater or on television; a motion picture,"[""They watched a movie last night."", ""The article discussed the watch a movie in detail.""]","Commonly used as a noun. Article and plural patterns depend on the intended sense, especially when the noun can be countable or uncountable. Common combinations include 'watch a movie' and 'movie theater'.","[""watch a movie"", ""movie theater""]"
mrs,/ˈmɪsɪz/,beginner,"[""Everyday Conversation""]",A title used before the surname or full name of a married woman,"[""Mrs. Smith is my teacher."", ""The article discussed the Mrs. Smith in detail.""]","Commonly used as a noun. Article and plural patterns depend on the intended sense, especially when the noun can be countable or uncountable. Common combinations include 'Mrs. Smith' and 'dear Mrs.'.","[""Mrs. Smith"", ""dear Mrs.""]"
ms,/ˈmɪz/,beginner,"[""Everyday Conversation""]",A title used before the surname or full name of any woman regardless of her marital status,"[""Ms. Johnson will attend the meeting."", ""The article discussed the Ms. Johnson in detail.""]","Commonly used as a noun. Article and plural patterns depend on the intended sense, especially when the noun can be countable or uncountable. Common combinations include 'Ms. Johnson' and 'dear Ms.'.","[""Ms. Johnson"", ""dear Ms.""]"
much,/ˈmʌtʃ/,beginner,"[""Everyday Conversation""]",A large amount,"[""There is much to learn."", ""The word 'much' is very common in everyday English.""]","Commonly used as a noun. Article and plural patterns depend on the intended sense, especially when the noun can be countable or uncountable. Common combinations include 'much more' and 'much of'.","[""much more"", ""much of""]"
mud,/ˈmʌd/,beginner,"[""Nature"", ""Everyday Conversation""]","Soft, sticky matter resulting from the mixing of earth and water","[""The shoes were covered in mud."", ""The article discussed the covered in mud in detail.""]","Commonly used as a noun. Article and plural patterns depend on the intended sense, especially when the noun can be countable or uncountable. Common combinations include 'covered in mud' and 'thick mud'.","[""covered in mud"", ""thick mud""]"
multiply,/ˈmʌltəˌplaɪ/,intermediate,"[""Everyday Conversation""]",Obtain from (a number) another that contains the first number a specified number of times,"[""He learned to multiply numbers in school."", ""Please multiply by before you continue.""]",Commonly used as a verb. Choose the tense and object pattern required by the context; phrasal-verb particles should stay with the verb. Common combinations include 'multiply by' and 'multiply numbers'.,"[""multiply by"", ""multiply numbers""]"
mum,/ˈmʌm/,beginner,"[""Everyday Conversation""]",Mother,"[""Mum is cooking dinner."", ""The article discussed the loving mum in detail.""]","Commonly used as a noun. Article and plural patterns depend on the intended sense, especially when the noun can be countable or uncountable. Common combinations include 'loving mum' and 'my mum'.","[""loving mum"", ""my mum""]"
murder,/ˈmɝdɚ/,beginner,"[""Everyday Conversation""]",The unlawful premeditated killing of one human being by another,"[""He was arrested for murder."", ""The article discussed the commit murder in detail.""]","Commonly used as a noun. Article and plural patterns depend on the intended sense, especially when the noun can be countable or uncountable. Common combinations include 'commit murder' and 'murder case'.","[""commit murder"", ""murder case""]"
muscle,/ˈmʌsəl/,intermediate,"[""Everyday Conversation"", ""Business"", ""Health"", ""Nature""]","A band or bundle of fibrous tissue in a human or animal body that has the ability to contract, producing movement in or maintaining the position of parts of the body","[""She has strong muscles."", ""The article discussed the strong muscle in detail.""]","Commonly used as a noun. Article and plural patterns depend on the intended sense, especially when the noun can be countable or uncountable. Common combinations include 'strong muscle' and 'build muscle'.","[""strong muscle"", ""build muscle""]"
museum,/mjuˈziəm/,intermediate,"[""Everyday Conversation"", ""Arts & Culture"", ""Academic""]","A building in which objects of historical, scientific, artistic, or cultural interest are stored and exhibited","[""We visited the art museum."", ""The article discussed the visit a museum in detail.""]","Commonly used as a noun. Article and plural patterns depend on the intended sense, especially when the noun can be countable or uncountable. Common combinations include 'visit a museum' and 'museum exhibit'.","[""visit a museum"", ""museum exhibit""]"
music,/ˈmjuzɪk/,beginner,"[""Arts & Culture"", ""Everyday Conversation""]","Vocal or instrumental sounds (or both) combined in such a way as to produce beauty of form, harmony, and expression of emotion","[""He enjoys listening to music."", ""The situation seemed music at first.""]",Commonly used as an adjective. It can modify a noun and may also follow a linking verb when the meaning permits. Common combinations include 'classical music' and 'listen to music'.,"[""classical music"", ""listen to music""]"
musical,/ˈmjuzɪkəl/,intermediate,"[""Arts & Culture"", ""Everyday Conversation""]",Relating to music; having the qualities of music,"[""She is in a musical mood."", ""It was a musical talent that everyone noticed.""]",Commonly used as an adjective. It can modify a noun and may also follow a linking verb when the meaning permits. Common combinations include 'musical talent' and 'musical instrument'.,"[""musical talent"", ""musical instrument""]"
musician,/mjuˈzɪʃən/,intermediate,"[""Everyday Conversation"", ""Work"", ""Arts & Culture""]","A person who plays a musical instrument, especially as a profession, or is musically talented","[""The musician played beautifully."", ""The article discussed the professional musician in detail.""]","Commonly used as a noun. Article and plural patterns depend on the intended sense, especially when the noun can be countable or uncountable. Common combinations include 'professional musician' and 'talented musician'.","[""professional musician"", ""talented musician""]"
must,/ˈmʌst/,beginner,"[""Everyday Conversation""]",Be obliged to; should (expressing necessity),"[""You must finish your homework."", ""Please must do before you continue.""]",Used as both a noun and a verb; the surrounding grammar shows which meaning is intended. Common combinations include 'must do' and 'must be'.,"[""must do"", ""must be""]"
my,/ˈmaɪ/,beginner,"[""Everyday Conversation"", ""Arts & Culture""]",Belonging to or associated with the speaker,"[""That is my book."", ""The word 'my' is common in everyday English.""]",Used as a determiner. Its grammatical role depends on the surrounding sentence. Common combinations include 'my book' and 'my friend'.,"[""my book"", ""my friend""]"
myself,/ˌmaɪˈsɛlf/,beginner,"[""Everyday Conversation""]",Used by a speaker to refer to himself or herself as the object of a verb or preposition,"[""I made it myself."", ""The word 'myself' is very common in everyday English.""]","Commonly used as a noun. Article and plural patterns depend on the intended sense, especially when the noun can be countable or uncountable. Common combinations include 'by myself' and 'for myself'.","[""by myself"", ""for myself""]"
mysterious,/mɪˈstɪɹiəs/,intermediate,"[""Everyday Conversation""]","Difficult or impossible to understand, explain, or identify","[""The disappearance was mysterious."", ""It was a mysterious disappearance that everyone noticed.""]",Commonly used as an adjective. It can modify a noun and may also follow a linking verb when the meaning permits. Common combinations include 'mysterious disappearance' and 'mysterious person'.,"[""mysterious disappearance"", ""mysterious person""]"
mystery,/ˈmɪstɚi/,intermediate,"[""Arts & Culture"", ""Everyday Conversation""]",Something that is difficult or impossible to understand or explain,"[""The case remains a mystery."", ""The article discussed the solve the mystery in detail.""]","Commonly used as a noun. Article and plural patterns depend on the intended sense, especially when the noun can be countable or uncountable. Common combinations include 'solve the mystery' and 'mystery novel'.","[""solve the mystery"", ""mystery novel""]"
nail,/ˈneɪl/,beginner,"[""Everyday Conversation""]","A small metal spike with a broadened flat head, driven into wood to join things together or to serve as a hook","[""He hammered the nail into the wall."", ""The article discussed the hammer a nail in detail.""]","Commonly used as a noun. Article and plural patterns depend on the intended sense, especially when the noun can be countable or uncountable. Common combinations include 'hammer a nail' and 'nail in'.","[""hammer a nail"", ""nail in""]"
naked,/ˈneɪkəd/,intermediate,"[""Everyday Conversation"", ""Health""]",Without clothes,"[""She was embarrassed to be seen naked."", ""The article discussed the naked body in detail.""]","Commonly used as a noun. Article and plural patterns depend on the intended sense, especially when the noun can be countable or uncountable. Common combinations include 'naked body' and 'naked eye'.","[""naked body"", ""naked eye""]"
name,/ˈneɪm/,beginner,"[""Everyday Conversation""]","A word or set of words by which a person or thing is known, addressed, or referred to","[""What's your name?"", ""The article discussed the full name in detail.""]",Used as both a noun and a verb; the surrounding grammar shows which meaning is intended. Common combinations include 'full name' and 'family name'.,"[""full name"", ""family name""]"
narrow,/ˈnɛɹoʊ/,beginner,"[""Everyday Conversation""]",Of small width in relation to length,"[""The street is very narrow."", ""The article discussed the narrow street in detail.""]","Commonly used as a noun. Article and plural patterns depend on the intended sense, especially when the noun can be countable or uncountable. Common combinations include 'narrow street' and 'narrow path'.","[""narrow street"", ""narrow path""]"
nation,/ˈneɪʃən/,intermediate,"[""Everyday Conversation"", ""Academic"", ""Health"", ""Arts & Culture""]","A large body of people united by common descent, history, culture, or language, inhabiting a particular state or territory","[""The nation celebrated its independence day."", ""The article discussed the independent nation in detail.""]","Commonly used as a noun. Article and plural patterns depend on the intended sense, especially when the noun can be countable or uncountable. Common combinations include 'independent nation' and 'strong nation'.","[""independent nation"", ""strong nation""]"
national,/ˈnæʃənəl/,intermediate,"[""Everyday Conversation"", ""Travel"", ""News & Media""]",Relating to or characteristic of a nation; common to a whole nation,"[""He works for the national government."", ""It was a national holiday that everyone noticed.""]",Commonly used as an adjective. It can modify a noun and may also follow a linking verb when the meaning permits. Common combinations include 'national holiday' and 'national news'.,"[""national holiday"", ""national news""]"
natural,/ˈnætʃɚəl/,intermediate,"[""Everyday Conversation"", ""Nature""]",Existing in or derived from nature; not made or caused by humankind,"[""She prefers natural light."", ""It was a natural light that everyone noticed.""]",Commonly used as an adjective. It can modify a noun and may also follow a linking verb when the meaning permits. Common combinations include 'natural light' and 'natural beauty'.,"[""natural light"", ""natural beauty""]"
naturally,/ˈnætʃɚəli/,intermediate,"[""Everyday Conversation"", ""Nature""]",In a natural manner; by nature,"[""Naturally, she was excited about the news."", ""Please naturally gifted before you continue.""]",Commonly used as a verb. Choose the tense and object pattern required by the context; phrasal-verb particles should stay with the verb. Common combinations include 'naturally gifted' and 'naturally occurring'.,"[""naturally gifted"", ""naturally occurring""]"
